id,battery_power,m_dep,mobile_wt,px_height,px_width,ram,sc_h,sc_w,talk_time,bluetooth,gen,speed,sim,f_camera,camera,memory,screen,wifi,price
1488,959,0.4,196,1313,1331,3073,19,1,8,Yes,3,medium,Dual,,14.0,36598,Touch,g,742.09
1489,772,0.6,134,552,1802,422,7,6,15,Yes,4,medium,Dual,7.0,8.0,8563,LCD,none,681.68
1490,1015,0.5,102,335,679,2293,5,1,2,Yes,2,low,Single,5.0,14.0,12556,Touch,none,736.0
1491,1824,0.7,103,50,1105,3958,12,2,19,Yes,4,medium,Dual,9.0,14.0,2616,Touch,none,1059.34
1492,1130,0.7,130,593,1327,432,6,1,10,Yes,4,low,Dual,1.0,14.0,29683,Touch,a,698.02
1493,1183,0.1,120,268,1010,1152,8,3,3,Yes,4,low,Dual,3.0,12.0,49038,LCD,none,917.78
1494,574,0.5,118,382,1364,1303,8,4,2,Yes,4,medium,Dual,,2.0,26230,LCD,b,630.28
1495,1472,0.3,169,443,892,797,6,1,11,No,4,high,Single,4.0,6.0,20280,Touch,none,1015.33
1496,1868,0.9,179,576,884,298,8,2,17,Yes,4,low,Single,2.0,17.0,40601,Touch,none,740.35
1497,1375,0.4,147,596,679,3847,8,0,12,No,3,high,Single,2.0,7.0,20364,LCD,a,973.83
1498,881,0.5,160,115,636,2110,18,9,6,No,3,medium,Single,1.0,6.0,64666,Touch,g,935.61
1499,1742,0.9,176,356,1407,1921,9,2,3,Yes,4,low,Dual,5.0,7.0,43321,Touch,none,1016.05
1500,1225,0.1,107,10,1567,2423,17,11,6,No,3,low,Dual,6.0,15.0,60703,LCD,none,874.25
1501,1970,1.0,132,1399,1684,1658,15,9,20,Yes,4,low,Dual,,,15395,Touch,b,926.72
1502,1186,0.4,160,68,584,2361,17,8,7,Yes,3,low,Dual,2.0,4.0,21245,LCD,none,860.56
1503,1762,0.1,157,643,790,1380,14,5,14,No,3,low,Single,7.0,10.0,60404,LCD,none,599.55
1504,1731,0.5,163,809,1988,3892,5,1,4,Yes,4,medium,Dual,4.0,18.0,4855,Touch,a,853.48
1505,852,0.8,160,683,1349,315,7,6,20,No,4,medium,Dual,5.0,9.0,8522,LCD,none,752.58
1506,848,0.3,151,56,527,2289,10,2,19,Yes,4,medium,Dual,4.0,16.0,36751,Touch,b,965.5
1507,1575,0.2,185,492,818,2182,7,3,17,No,4,high,Dual,,20.0,11395,Touch,none,947.44
1508,1554,0.1,105,699,1492,2184,13,9,20,No,3,high,Dual,7.0,18.0,23327,LCD,b,967.65
1509,1972,0.5,92,290,804,2872,7,2,11,Yes,3,medium,Single,,2.0,48770,LCD,n,863.8
1510,827,0.2,87,23,826,2367,5,3,15,Yes,4,low,Dual,9.0,17.0,35861,LCD,b,894.97
1511,1063,0.9,155,394,849,1919,12,10,20,No,3,medium,Single,7.0,10.0,3179,Touch,none,676.06
1512,1695,0.4,84,713,1742,3296,17,6,14,No,2,high,Dual,1.0,10.0,34469,LCD,none,1098.75
1513,1343,0.9,81,1063,1205,462,18,7,11,No,4,high,Dual,5.0,10.0,14765,Touch,a,743.68
1514,834,0.2,123,1421,1463,1591,11,9,20,No,4,low,Single,2.0,16.0,27125,Touch,none,944.59
1515,595,0.4,122,623,816,1593,19,11,2,No,4,high,Single,,18.0,20728,LCD,a,815.58
1516,1081,0.1,101,83,816,2456,7,4,7,Yes,4,medium,Dual,13.0,17.0,42252,LCD,none,912.45
1517,911,0.7,199,1563,1692,2933,16,3,11,No,2,medium,Dual,3.0,4.0,14271,Touch,none,910.36
1518,844,0.9,197,777,1995,3154,14,11,7,No,4,medium,Dual,1.0,2.0,22640,LCD,none,1333.97
1519,1335,0.8,180,83,559,3615,5,2,9,Yes,3,high,Single,3.0,4.0,60231,LCD,none,1041.08
1520,1883,0.1,87,203,915,3563,17,10,3,No,2,medium,Single,9.0,16.0,24294,LCD,none,1220.97
1521,1128,0.6,147,938,1226,1440,17,15,19,Yes,3,low,Dual,6.0,7.0,33382,LCD,none,744.53
1522,826,0.6,117,1077,1183,1907,15,14,5,Yes,4,high,Dual,14.0,17.0,57591,LCD,none,928.5
1523,1650,0.7,89,773,881,324,14,10,2,No,4,high,Single,,1.0,38350,Touch,a,813.41
1524,1162,0.5,104,332,866,1404,10,3,15,No,3,medium,Single,,10.0,50612,Touch,b,637.2
1525,1517,0.8,169,570,1645,2738,18,16,12,No,4,high,Single,2.0,18.0,8869,LCD,none,803.14
1526,963,0.8,156,742,821,2722,12,6,16,No,4,low,Single,1.0,3.0,60471,LCD,none,709.56
1527,1837,0.9,103,1420,1539,2294,8,7,20,No,4,medium,Dual,5.0,6.0,12424,LCD,b,1169.16
1528,1028,0.1,193,1801,1923,1424,18,4,13,Yes,4,high,Single,1.0,10.0,29979,LCD,a,900.99
1529,1831,1.0,189,1693,1790,1133,14,3,10,Yes,2,medium,Dual,4.0,9.0,55337,Touch,none,868.92
1530,571,0.6,101,31,1536,555,19,10,11,Yes,4,medium,Dual,5.0,11.0,58767,LCD,a,598.3
1531,1770,0.6,183,1098,1373,3785,13,10,14,Yes,3,high,Single,,5.0,9997,LCD,b,923.87
1532,970,0.2,84,1765,1786,3675,12,0,12,Yes,2,medium,Dual,5.0,19.0,59232,LCD,none,959.91
1533,642,0.8,86,887,1775,435,9,2,2,Yes,4,low,Single,,10.0,38862,Touch,none,633.77
1534,622,0.8,193,760,1964,3183,5,0,4,Yes,3,medium,Dual,12.0,14.0,11761,Touch,b,1120.85
1535,600,0.8,199,486,1032,3495,17,4,7,Yes,4,medium,Single,9.0,15.0,6940,Touch,none,1065.15
1536,1412,0.2,86,2,660,1853,15,10,18,No,2,low,Single,9.0,10.0,57603,LCD,b,585.73
1537,733,0.4,138,202,1787,2648,12,0,19,No,3,low,Single,7.0,12.0,16412,Touch,none,692.58
1538,1070,0.8,160,90,1614,2647,14,13,20,Yes,2,high,Single,9.0,16.0,19778,Touch,none,605.8
1539,875,0.7,146,469,853,702,19,15,15,Yes,3,low,Dual,1.0,8.0,29904,Touch,a,690.13
1540,1994,0.4,189,86,1546,1836,12,11,18,Yes,3,low,Single,5.0,7.0,5423,LCD,none,884.67
1541,823,0.2,182,1180,1350,3894,13,10,9,No,4,medium,Dual,9.0,16.0,18687,Touch,none,1135.84
1542,1908,1.0,111,140,1046,2944,19,17,17,No,4,low,Single,9.0,19.0,30373,LCD,g,1320.75
1543,790,0.1,89,1100,1437,3424,13,11,9,No,4,low,Dual,7.0,8.0,44717,Touch,none,1382.74
1544,1330,0.5,177,194,892,2678,9,4,14,Yes,3,medium,Dual,1.0,5.0,40279,Touch,n,737.53
1545,1660,0.7,100,440,569,2424,12,5,9,No,4,low,Single,2.0,8.0,15490,Touch,none,951.11
1546,1776,0.9,82,1563,1803,2671,15,10,12,No,2,medium,Single,2.0,16.0,20279,Touch,a,1031.75
1547,1611,0.9,199,163,1011,3078,15,2,6,No,4,low,Dual,4.0,10.0,27761,LCD,a,770.75
1548,1410,0.3,92,192,1311,2304,18,4,18,Yes,4,low,Dual,,1.0,15033,Touch,none,1030.77
1549,1772,0.5,159,837,1405,1146,6,1,17,Yes,4,medium,Single,17.0,18.0,45503,Touch,none,1008.8
1550,1280,1.0,108,356,588,2335,6,4,2,Yes,4,medium,Single,,1.0,39695,LCD,n,940.37
1551,1712,1.0,155,155,663,1422,5,0,15,Yes,3,low,Dual,2.0,19.0,23495,Touch,none,676.93
1552,1562,0.1,140,1032,1776,2096,15,3,3,Yes,2,low,Single,,1.0,55235,LCD,none,890.75
1553,891,0.1,153,40,1435,1303,17,16,4,No,4,medium,Dual,1.0,3.0,18402,Touch,b,699.73
1554,1957,0.8,151,1194,1727,1115,16,2,18,No,4,medium,Dual,18.0,19.0,36358,LCD,a,1061.18
1555,1110,0.9,192,1179,1262,456,12,8,18,No,3,low,Single,1.0,2.0,42384,Touch,none,688.29
1556,875,0.6,104,902,969,3396,14,2,18,Yes,4,medium,Dual,1.0,3.0,43848,LCD,none,835.52
1557,1211,0.3,130,58,963,2750,6,1,14,Yes,2,medium,Single,,3.0,28509,Touch,none,635.93
1558,769,0.2,112,1385,1780,941,15,8,20,No,4,low,Dual,12.0,19.0,54570,LCD,b,596.41
1559,671,0.1,95,614,1617,2278,13,4,2,No,4,high,Single,7.0,19.0,2732,LCD,none,851.76
1560,1872,0.5,172,672,1088,2273,8,4,8,No,4,low,Single,5.0,10.0,26504,LCD,a,1102.8
1561,1076,0.7,191,1088,1718,2355,17,16,2,No,4,high,Dual,,,14890,Touch,g,1003.62
1562,1325,0.1,146,499,695,2328,17,10,2,No,3,medium,Single,2.0,10.0,50226,LCD,none,982.56
1563,911,0.5,182,157,763,2638,8,4,13,Yes,4,medium,Dual,1.0,2.0,28268,Touch,g,1255.89
1564,1273,0.6,178,485,1399,558,8,5,13,Yes,3,low,Single,1.0,14.0,23860,LCD,none,703.1
1565,1062,0.9,124,571,817,1345,16,0,11,No,4,low,Single,3.0,4.0,39411,LCD,a,804.59
1566,1317,0.1,154,431,542,425,7,0,11,No,3,medium,Single,6.0,9.0,12588,Touch,b,634.52
1567,940,0.7,115,499,1090,2192,15,13,9,No,3,high,Single,,1.0,16585,Touch,n,934.88
1568,729,0.6,135,563,1055,3397,19,15,17,Yes,3,medium,Single,,2.0,14787,LCD,g,1068.34
1569,1494,0.9,93,944,1003,1208,14,13,17,No,4,high,Single,6.0,17.0,3652,Touch,none,866.21
1570,1546,0.7,124,1138,1491,267,12,10,16,Yes,4,medium,Dual,2.0,6.0,27570,Touch,none,746.21
1571,1253,0.9,113,161,647,3518,7,3,8,No,4,low,Single,,10.0,34718,Touch,a,1189.39
1572,895,0.3,164,126,1575,3122,7,0,4,No,2,low,Dual,6.0,14.0,16744,LCD,a,899.92
1573,793,0.3,124,15,1196,1050,11,9,3,Yes,4,medium,Dual,,2.0,43631,Touch,a,696.65
1574,1628,0.1,136,500,1713,3358,17,11,12,Yes,3,medium,Dual,11.0,13.0,56555,Touch,a,658.58
1575,625,0.8,138,203,1771,2929,10,4,17,No,3,high,Dual,2.0,3.0,42451,LCD,none,664.84
1576,1110,0.3,153,961,1950,624,9,7,15,No,4,medium,Single,2.0,5.0,13028,LCD,none,869.64
1577,999,0.6,132,608,1970,1598,7,0,8,No,2,medium,Single,6.0,17.0,50045,Touch,none,620.9
1578,1856,0.1,155,277,1155,2052,17,6,10,No,4,low,Dual,,1.0,24398,Touch,none,1214.49
1579,1715,0.6,120,114,1849,1249,16,2,4,No,4,high,Dual,9.0,20.0,15207,Touch,none,875.29
1580,1897,0.3,154,630,738,412,17,11,2,Yes,4,medium,Single,2.0,7.0,54286,LCD,none,753.61
1581,1202,0.1,122,404,1742,595,19,0,3,Yes,2,high,Dual,,1.0,19472,LCD,none,533.04
1582,1171,0.3,167,248,755,263,6,5,8,Yes,2,medium,Dual,2.0,19.0,19195,LCD,none,369.81
1583,964,0.7,86,225,1234,2577,17,16,5,No,4,medium,Single,,,22320,Touch,none,754.69
1584,1973,0.1,193,699,851,639,6,0,3,Yes,2,high,Dual,6.0,10.0,46655,LCD,b,471.58
1585,1992,0.1,141,649,895,3206,10,9,10,Yes,3,low,Dual,11.0,14.0,2550,Touch,none,1140.32
1586,546,1.0,159,416,1658,1550,7,2,3,Yes,2,high,Dual,5.0,15.0,26672,Touch,none,657.21
1587,1093,0.6,171,1310,1420,1646,12,0,6,No,4,low,Single,1.0,12.0,31369,Touch,none,1122.47
1588,1880,0.1,200,930,1983,1930,17,7,15,Yes,2,medium,Single,11.0,14.0,35688,Touch,none,851.45
1589,1765,0.7,87,835,1175,3695,6,5,18,No,3,medium,Single,3.0,7.0,10963,LCD,none,1167.25
1590,1640,0.9,87,664,1806,3235,6,1,10,No,4,low,Dual,1.0,11.0,36677,LCD,a,1059.38
1591,1830,0.9,191,460,1583,2334,8,7,14,No,2,low,Single,,12.0,7461,Touch,none,613.61
1592,826,0.7,187,778,1615,1998,17,4,17,No,2,low,Single,3.0,19.0,62597,LCD,none,803.63
1593,1864,0.1,142,225,1545,2258,10,1,10,No,4,medium,Single,,2.0,7700,LCD,none,945.89
1594,586,0.3,121,785,1118,1869,12,2,7,Yes,4,low,Single,16.0,17.0,42510,Touch,g,887.06
1595,1206,0.6,127,1581,1713,1825,7,1,4,No,4,high,Dual,10.0,13.0,30088,LCD,n,933.67
1596,832,0.1,165,9,1944,3946,12,5,14,Yes,4,low,Dual,1.0,2.0,5613,Touch,a,1046.63
1597,848,0.1,103,7,1294,436,10,6,15,Yes,3,high,Single,1.0,3.0,8023,Touch,b,492.91
1598,1851,0.7,112,174,1175,2678,6,0,8,No,3,high,Single,,2.0,53407,LCD,none,1101.95
1599,1166,0.5,80,437,638,3887,8,6,7,Yes,3,low,Single,7.0,11.0,59520,LCD,b,1070.44
1600,1776,0.1,172,278,623,1813,16,13,20,Yes,3,medium,Dual,10.0,16.0,35593,Touch,a,664.04
1601,1254,0.2,134,1288,1372,817,14,1,16,Yes,4,medium,Single,2.0,10.0,27932,Touch,n,710.84
1602,1494,0.2,101,979,1190,3614,15,12,9,No,4,medium,Dual,4.0,17.0,24598,LCD,none,1233.53
1603,984,0.5,119,56,1931,2013,11,7,16,Yes,4,medium,Dual,,18.0,39586,Touch,none,675.37
1604,1179,0.9,154,913,1429,543,8,7,18,Yes,2,low,Single,1.0,17.0,5282,LCD,b,523.52
1605,513,0.4,174,282,710,3400,16,6,13,No,2,medium,Single,8.0,13.0,27654,Touch,g,754.28
1606,557,0.2,89,322,710,2623,17,16,16,No,2,low,Dual,3.0,4.0,17753,LCD,none,742.91
1607,744,0.5,105,1252,1963,2700,9,3,19,No,4,medium,Dual,,2.0,33357,LCD,none,944.78
1608,1129,0.6,116,1128,1702,1400,11,0,13,Yes,4,low,Dual,9.0,10.0,21876,Touch,none,773.16
1609,1148,0.3,170,606,688,3127,10,7,11,No,4,high,Dual,,20.0,58795,LCD,none,1088.08
1610,1793,0.7,175,655,1459,2803,19,9,6,No,4,high,Single,12.0,17.0,44715,Touch,g,1285.88
1611,1310,0.2,150,954,970,2518,18,17,5,No,2,high,Dual,3.0,11.0,15316,Touch,b,1036.68
1612,1604,0.5,191,68,1042,3564,7,2,2,No,3,medium,Single,1.0,15.0,6018,Touch,none,701.24
1613,1676,0.2,145,134,1197,2515,14,8,4,No,3,medium,Single,2.0,3.0,37489,LCD,g,1031.55
1614,1001,0.2,117,922,1836,3654,13,9,10,No,3,high,Dual,1.0,7.0,41271,Touch,n,818.3
1615,1086,0.1,135,1874,1976,3930,17,1,18,No,4,high,Single,,19.0,24586,Touch,g,1246.51
1616,1986,0.1,89,251,599,3476,11,8,17,Yes,4,low,Dual,7.0,19.0,39690,Touch,none,1022.49
1617,634,0.2,192,1362,1853,3242,18,11,4,Yes,3,low,Single,5.0,12.0,41451,LCD,g,830.44
1618,502,1.0,82,281,1159,2666,5,4,20,No,3,low,Single,7.0,8.0,52756,Touch,none,883.81
1619,1641,0.7,97,224,1994,1695,13,6,17,No,3,medium,Single,6.0,7.0,48057,LCD,a,850.3
1620,623,0.2,189,778,844,3510,14,4,18,No,4,medium,Dual,,1.0,15277,LCD,a,795.93
1621,962,0.1,161,546,1424,3438,14,3,20,Yes,2,medium,Dual,3.0,20.0,17553,LCD,none,793.27
1622,1057,0.1,97,397,891,2033,16,9,2,Yes,4,high,Single,3.0,10.0,41367,Touch,none,1119.74
1623,1862,1.0,182,386,1046,1017,11,3,9,No,3,medium,Single,1.0,2.0,62540,LCD,none,911.29
1624,555,0.8,193,214,1970,1686,8,1,8,Yes,4,high,Dual,5.0,10.0,38732,LCD,a,509.05
1625,1000,1.0,135,461,833,862,7,0,20,No,4,high,Single,1.0,12.0,58478,LCD,none,703.0
1626,841,0.3,81,125,675,957,6,5,11,No,4,low,Single,6.0,14.0,11315,Touch,none,676.97
1627,865,0.1,89,335,1009,3494,13,3,14,No,2,high,Single,5.0,12.0,16128,LCD,b,632.31
1628,999,1.0,165,342,1641,3083,8,4,11,No,4,high,Dual,11.0,13.0,56060,Touch,n,1128.72
1629,1232,0.9,131,625,761,1656,8,4,15,No,3,medium,Single,12.0,14.0,30692,Touch,n,761.95
1630,1194,0.2,165,494,509,313,15,1,19,No,4,high,Single,6.0,12.0,34239,Touch,none,633.98
1631,612,0.8,179,1145,1487,3282,16,2,18,Yes,4,low,Dual,1.0,6.0,20507,Touch,g,993.69
1632,1362,0.5,186,600,1042,3629,19,17,5,Yes,2,high,Single,,4.0,47260,Touch,a,943.81
1633,1469,0.5,169,484,711,1687,15,5,5,No,4,medium,Dual,11.0,14.0,44717,Touch,g,976.73
1634,986,0.8,182,199,679,1149,8,7,18,Yes,4,low,Single,13.0,20.0,28380,Touch,none,766.42
1635,1843,0.8,104,21,832,3899,5,4,6,No,4,high,Single,1.0,7.0,62725,LCD,n,1301.77
1636,1561,0.5,134,885,1811,1783,13,12,10,No,4,low,Dual,10.0,13.0,4436,Touch,none,894.3
1637,1695,0.5,189,308,1208,1629,8,6,11,Yes,4,low,Dual,2.0,13.0,47635,Touch,none,822.56
1638,667,0.8,185,1015,1947,2528,11,8,8,No,2,high,Dual,3.0,7.0,8017,Touch,none,701.46
1639,1768,0.8,88,1303,1814,3256,9,6,5,Yes,4,medium,Single,,2.0,3000,Touch,none,1059.19
1640,1269,1.0,180,406,1036,2341,10,9,16,Yes,2,high,Dual,16.0,17.0,41092,LCD,b,563.71
1641,1109,0.9,151,124,833,2785,15,10,16,Yes,3,high,Dual,6.0,12.0,57507,LCD,none,576.47
1642,936,0.1,164,150,1677,3761,13,1,12,No,4,low,Dual,14.0,17.0,14496,LCD,none,1061.74
1643,1713,0.7,199,108,1963,1513,15,6,2,Yes,4,medium,Single,9.0,16.0,5975,LCD,a,715.88
1644,1175,0.6,167,90,557,2240,10,6,5,Yes,4,medium,Dual,1.0,7.0,45051,Touch,none,913.31
1645,1940,0.2,194,588,1809,820,19,18,3,Yes,4,medium,Dual,,1.0,5554,Touch,g,729.76
1646,855,0.5,159,1028,1196,1875,16,8,8,Yes,4,low,Single,2.0,3.0,59728,Touch,n,991.26
1647,771,0.1,157,776,1247,920,16,2,10,Yes,4,low,Dual,,17.0,33415,Touch,b,787.6
1648,645,1.0,174,278,584,3615,18,8,13,No,4,high,Single,10.0,14.0,63371,LCD,a,848.36
1649,1307,0.6,88,897,1103,1412,16,9,5,No,2,medium,Single,2.0,3.0,7383,LCD,b,684.51
1650,1948,0.2,136,651,700,361,6,1,10,No,2,high,Dual,4.0,13.0,5892,Touch,none,469.31
1651,1509,0.3,81,1010,1684,1540,12,8,3,No,3,low,Dual,5.0,8.0,50481,Touch,none,906.31
1652,626,0.8,109,737,1759,1077,6,1,4,Yes,4,high,Dual,3.0,9.0,11049,LCD,g,728.95
1653,1190,0.2,93,1399,1646,3610,13,7,9,No,2,medium,Dual,,1.0,40369,LCD,a,677.86
1654,1727,0.3,158,376,1288,512,5,2,6,Yes,2,medium,Dual,10.0,18.0,57294,LCD,none,394.85
1655,1670,0.5,114,1117,1330,3024,6,0,20,Yes,2,high,Single,14.0,20.0,63035,LCD,g,975.67
1656,1150,1.0,134,234,1947,1610,11,0,16,Yes,4,low,Dual,4.0,17.0,28031,LCD,none,885.02
1657,1208,1.0,175,691,1028,2201,17,16,12,No,4,high,Single,5.0,19.0,16585,LCD,none,1022.08
1658,1812,1.0,162,380,1550,3338,18,13,11,Yes,4,medium,Dual,4.0,15.0,42698,Touch,n,972.71
1659,770,0.2,196,603,1483,3473,7,3,4,Yes,2,medium,Dual,6.0,9.0,61482,LCD,a,1101.93
1660,1559,0.3,114,117,681,2203,7,5,15,Yes,4,medium,Dual,10.0,17.0,10716,Touch,g,902.55
1661,1902,0.2,155,766,877,940,14,10,15,No,3,low,Single,10.0,11.0,13322,Touch,none,791.43
1662,1751,0.6,146,1499,1952,1155,19,14,12,No,2,high,Single,1.0,9.0,4164,Touch,g,823.02
1663,1416,0.1,93,1175,1578,3872,10,2,7,Yes,2,medium,Dual,,,20376,LCD,b,739.58
1664,1288,0.2,115,988,1503,1882,16,6,10,No,4,low,Dual,3.0,6.0,61653,LCD,n,979.16
1665,1003,0.6,119,190,1905,1798,16,7,10,Yes,4,high,Single,16.0,19.0,16411,LCD,none,943.66
1666,1715,0.1,96,674,1375,2598,17,2,3,Yes,4,low,Dual,1.0,3.0,18520,LCD,none,1322.56
1667,1967,0.6,199,518,1374,1567,15,2,7,No,4,low,Single,,7.0,46652,Touch,none,806.66
1668,962,0.9,125,1618,1916,1491,16,2,14,No,3,medium,Dual,14.0,20.0,2796,LCD,none,812.59
1669,1487,0.8,120,857,989,2003,12,4,3,No,4,medium,Single,5.0,7.0,42680,LCD,none,981.73
1670,1569,0.9,190,371,665,3905,6,2,4,Yes,4,medium,Dual,4.0,6.0,54574,LCD,none,1264.92
1671,1146,0.4,111,73,583,291,19,9,11,No,4,high,Single,5.0,10.0,57648,Touch,b,595.03
1672,1379,0.8,118,98,755,1693,11,4,18,Yes,4,medium,Single,6.0,13.0,9676,LCD,a,673.37
1673,1504,0.3,152,395,1853,1788,13,11,13,No,4,medium,Dual,7.0,9.0,25715,LCD,a,949.52
1674,1945,0.7,112,1064,1540,3322,18,7,20,No,2,medium,Single,3.0,5.0,26384,LCD,g,813.87
1675,1630,0.9,80,712,1726,1751,12,10,20,Yes,4,high,Dual,,1.0,32092,LCD,g,914.88
1676,1125,0.4,117,774,939,1641,14,8,12,Yes,3,high,Single,10.0,14.0,23903,Touch,none,791.3
1677,614,0.1,178,1012,1040,2854,10,7,12,Yes,4,low,Single,4.0,7.0,51377,LCD,a,1000.47
1678,854,0.9,101,730,1148,3115,7,0,2,No,4,medium,Single,5.0,9.0,17598,LCD,none,800.66
1679,1470,0.1,121,777,1090,3259,10,1,14,Yes,3,medium,Dual,6.0,9.0,45752,LCD,g,1047.91
1680,1826,0.6,172,973,1633,1612,17,9,17,Yes,4,low,Dual,5.0,6.0,49376,Touch,none,1082.63
1681,807,0.2,127,245,829,2319,5,4,4,Yes,2,low,Dual,,,37639,LCD,none,688.5
1682,1996,0.1,138,937,1083,1258,17,14,16,Yes,4,high,Dual,,4.0,7674,LCD,none,867.51
1683,1083,0.7,158,937,1164,1543,18,3,10,Yes,2,medium,Single,3.0,5.0,41659,LCD,b,625.08
1684,1035,0.3,178,574,1171,3991,12,4,19,No,4,low,Dual,14.0,15.0,49229,LCD,none,1243.0
1685,1521,0.3,143,678,1630,3555,5,2,19,Yes,4,medium,Single,5.0,9.0,62147,LCD,none,1380.88
1686,1314,1.0,87,82,512,3411,17,16,18,Yes,4,high,Dual,13.0,18.0,5199,LCD,none,1033.29
1687,535,0.2,190,398,1775,524,9,3,4,No,2,medium,Single,5.0,19.0,25132,LCD,none,445.0
1688,673,0.4,142,1096,1570,3541,18,17,4,Yes,4,medium,Single,13.0,14.0,34807,LCD,n,1101.79
1689,1219,0.3,169,1419,1698,1998,9,2,4,No,2,medium,Dual,5.0,7.0,4712,LCD,none,801.13
1690,1606,0.9,200,157,770,3437,11,1,2,Yes,4,low,Dual,,,33139,LCD,none,1066.7
1691,1603,0.5,114,430,1207,1637,17,3,11,Yes,4,low,Dual,1.0,8.0,17005,LCD,b,1031.61
1692,1958,0.4,153,1524,1848,3064,7,6,3,No,4,low,Single,6.0,14.0,52363,LCD,none,1437.42
1693,695,0.6,196,1649,1829,2855,16,13,7,No,4,low,Single,18.0,19.0,12642,Touch,g,1024.38
1694,1441,0.5,106,254,954,1393,9,4,4,No,4,low,Dual,,12.0,53446,Touch,b,785.26
1695,1470,0.4,138,1790,1988,1633,18,4,4,No,4,medium,Dual,4.0,10.0,34223,LCD,none,1109.63
1696,1890,0.5,127,1438,1832,2392,10,4,15,No,4,medium,Single,4.0,5.0,48771,LCD,a,933.08
1697,1152,0.3,82,1304,1673,3284,15,2,8,Yes,4,medium,Dual,,,26595,LCD,n,1145.63
1698,1619,0.9,117,813,1180,464,7,5,16,Yes,3,low,Single,3.0,9.0,20536,LCD,g,718.13
1699,1002,0.7,180,948,1007,1234,19,13,18,Yes,3,medium,Single,1.0,7.0,45577,Touch,none,799.16
1700,742,0.7,139,1161,1288,292,8,0,6,Yes,4,low,Single,,1.0,36437,Touch,a,593.39
1701,1306,0.4,174,867,1258,2521,6,5,16,Yes,4,medium,Dual,2.0,9.0,33733,LCD,none,933.66
1702,1424,0.6,180,181,1199,2658,15,0,19,Yes,3,high,Dual,,,20562,LCD,none,941.33
1703,942,0.5,91,754,1532,587,6,3,13,No,2,medium,Dual,8.0,9.0,27926,Touch,a,504.38
1704,1934,0.1,118,242,1127,2190,18,1,9,Yes,4,high,Single,8.0,16.0,2720,LCD,b,1193.3
1705,1290,0.3,110,405,742,879,16,2,8,Yes,4,medium,Dual,19.0,20.0,35300,LCD,none,775.01
1706,930,0.9,80,1569,1763,1743,7,1,9,No,2,medium,Dual,,13.0,54564,Touch,none,784.23
1707,1699,0.1,156,105,1099,1181,16,0,18,Yes,3,low,Single,16.0,20.0,21328,Touch,none,785.99
1708,1849,0.5,181,978,1986,3330,14,4,15,Yes,3,low,Single,1.0,12.0,29365,LCD,n,1046.43
1709,1922,0.6,153,725,1882,3564,12,1,17,No,4,low,Single,15.0,16.0,42989,LCD,none,1286.86
1710,548,0.4,146,657,1657,562,17,14,8,No,4,medium,Dual,,14.0,56619,Touch,b,577.74
1711,916,0.2,82,1147,1393,1659,11,10,11,Yes,4,low,Single,,1.0,47297,Touch,none,982.43
1712,1783,0.6,183,910,1566,1816,12,7,7,Yes,2,low,Single,8.0,11.0,14517,LCD,b,736.65
1713,1083,0.8,156,295,503,1338,16,8,5,Yes,4,medium,Dual,2.0,9.0,49416,Touch,g,707.17
1714,1698,0.8,131,26,508,2992,15,3,17,No,4,high,Single,10.0,12.0,7990,Touch,none,1224.81
1715,1969,0.2,85,332,764,315,16,7,7,No,4,low,Dual,5.0,20.0,7683,Touch,none,759.59
1716,869,0.6,197,519,533,3249,19,0,12,No,2,medium,Single,,3.0,2593,LCD,n,763.77
1717,1337,0.7,200,161,1029,3242,10,1,20,Yes,2,high,Dual,,1.0,5287,Touch,none,971.38
1718,637,0.6,194,1080,1289,2725,15,10,7,Yes,2,low,Dual,2.0,6.0,28215,LCD,none,613.79
1719,833,0.3,145,649,1290,586,19,8,19,Yes,4,low,Dual,,2.0,27695,LCD,b,581.41
1720,1248,0.4,89,71,1686,2454,9,8,13,No,4,high,Single,6.0,8.0,9357,Touch,none,873.15
1721,1174,1.0,147,744,1244,804,17,14,16,Yes,2,low,Single,7.0,20.0,30601,Touch,a,471.82
1722,1831,0.2,148,437,1113,2460,10,5,18,Yes,4,high,Single,3.0,14.0,44761,LCD,none,956.99
1723,1002,0.1,146,115,1111,1295,18,15,17,No,3,high,Dual,7.0,10.0,27424,LCD,b,553.44
1724,1010,0.9,139,547,957,2625,15,11,12,Yes,4,medium,Dual,2.0,3.0,8478,Touch,none,996.06
1725,1117,0.1,177,495,1035,1999,15,9,2,Yes,3,low,Dual,2.0,19.0,21400,LCD,g,705.44
1726,990,0.9,153,1466,1717,2698,11,8,6,Yes,3,high,Dual,3.0,7.0,15477,LCD,none,852.39
1727,1564,0.1,129,117,1115,3742,13,3,13,No,4,medium,Single,5.0,16.0,26519,Touch,none,1196.21
1728,1065,0.1,158,760,1722,1193,16,13,20,No,4,high,Dual,,3.0,20811,LCD,g,853.36
1729,1982,0.1,129,764,1873,3511,16,14,15,No,3,medium,Single,12.0,16.0,24175,Touch,g,1246.86
1730,1607,1.0,192,776,1005,885,11,1,14,No,4,medium,Dual,6.0,8.0,20688,Touch,none,950.64
1731,1066,0.5,167,53,1504,1044,8,7,11,No,4,high,Dual,6.0,7.0,5458,LCD,none,692.21
